artist,album,albumyear,genre,bayesian,votes,rating,played
Anomaly,Anomaly,1998,"Progressive Metal, Melodic Metal",3.88,45,3.73,123
Ansata,Crux Ansata,2008,Progressive Metal,3.97,28,3.89,38
Antethic,Origin,2014,"Post Rock, Math",4.04,6,4.25,14
Anthriel,The Pathway,2010,"Progressive Metal, Power Metal, Melodic Metal",4.14,70,4.24,208
Anthropia,The Chain Reaction,2009,"Progressive Metal, Power Metal",4.01,23,4.00,37
Anthropia,The Ereyn Chronicles  Part I - The Journey of Beginnings,2006,"Progressive Metal, Power Metal",4.14,90,4.21,350
Anthropia,Non-Euclidean Spaces,2015,"Progressive Metal, Power Metal",4.27,38,4.61,120
Anti-Depressive Delivery,Feel. Melt. Release. Escape.,2004,Progressive Metal,3.94,41,3.85,70
Antimatter,Planetary Confinement,2005,"Progressive Rock, Goth Doom, Ambient, Dark",3.86,46,3.70,117
Antimatter,The Judas Table,2015,"Progressive Rock, Goth Doom, Ambient, Dark",4.01,3,4.00,18
Antoine Farfad,Ad Perpetuum,2015,Prog-Fusion,4.00,8,3.94,12
Anton Johansson's Galahad Suite,Galahad Suite,2013,"Heavy Prog, Rock Opera",3.91,24,3.69,31
Anton Roolaart,The Plight of Lady Oona,2014,Art Rock,3.98,9,3.78,15
Anubis,Hitchhiking To Byzantium,2014,Progressive Rock,4.06,13,4.23,24
Anubis,A Tower of Silence,2011,"Progressive Rock, Neo-Prog",4.15,93,4.22,328
Anubis Gate,Purification,2004,"Progressive Metal, Melodic Metal, Power Metal, Fates Warning & Influenced",4.03,49,4.05,172
Anubis Gate,Sheep EP,2013,"Progressive Metal, Melodic Metal, Power Metal, Fates Warning & Influenced",4.06,8,4.31,16
Anubis Gate,Anubis Gate,2011,"Progressive Metal, Melodic Metal, Power Metal, Fates Warning & Influenced",4.06,76,4.09,252
Anubis Gate,Horizons,2014,"Progressive Metal, Melodic Metal, Power Metal, Fates Warning & Influenced",4.14,29,4.36,73
Anubis Gate,A Perfect Forever,2005,"Progressive Metal, Melodic Metal, Power Metal, Fates Warning & Influenced",4.23,103,4.34,509
Anubis Gate,The Detached,2009,"Progressive Metal, Melodic Metal, Power Metal, Fates Warning & Influenced",4.30,166,4.39,876
Anubis Gate,Andromeda Unchained,2007,"Progressive Metal, Melodic Metal, Power Metal, Fates Warning & Influenced",4.40,220,4.49,918
Anup Sastry,Titan,2014,"Progressive Metal, Djent, Technical, Electronic, Instrumental",3.99,8,3.81,5
Anup Sastry,Lion,2014,"Progressive Metal, Djent, Technical, Electronic, Instrumental",4.03,5,4.20,8
Anuryzm,All Is Not for All,2015,Progressive Metal,4.01,2,4.00,9
AnVision,Astral Phase,2012,Progressive Metal,3.96,22,3.84,72
Anyone's Daughter,Neue Sterne,1983,"Progressive Rock, Symphonic",3.97,11,3.77,16
Anyone's Daughter,In Blau,1982,"Progressive Rock, Symphonic",4.00,8,3.88,11
Anyone's Daughter,Adonis,1979,"Progressive Rock, Symphonic",4.05,11,4.23,35
Aphelion,Franticode,2008,"Heavy Prog-Fusion, LTE/Planet X and Influenced, Instrumental",4.00,64,3.99,214
Aphelion,Franticode,2008,"Heavy Prog-Fusion, LTE/Planet X and Influenced, Instrumental",4.03,64,4.04,221
Apocalyptica,Faraway vol. II [CD-SINGLE],2003,"Progressive Metal, Symphonic",3.94,28,3.82,74
Apocalyptica,Reflections.,2003,"Progressive Metal, Symphonic",4.16,81,4.25,324
Apogee,The Art of Mind,2015,Crossover Prog,3.99,7,3.79,12
Appearance of Nothing,All Gods Are Gone,2010,Progressive Metal,3.91,30,3.75,64
Appearance of Nothing,A New Beginning,2014,Progressive Metal,4.07,13,4.27,28
Apple Pie,Crossroad,2007,"Progressive Rock, Symphonic",3.96,86,3.94,202
Apple Pie,The Gates Of Never,2013,"Progressive Rock, Symphonic",4.07,31,4.16,51
Arabs In Aspic,Strange Frame Of Mind,2011,"Heavy Prog, Psychedelic Rock, Eclectic Prog",3.93,49,3.84,107
Arabs in Aspic,Victim of Your Father's Agony,2015,"Heavy Prog, Psychedelic Rock, Eclectic Prog",4.03,8,4.13,16
Arachnes,A New Day,2011,"Power Metal, Melodic Metal",3.93,23,3.74,66
Arc Angel-Cannata,Tamorok,2002,"Crossover Prog, AOR",3.80,57,3.61,158
Arcade Messiah,Arcade Messiah,2014,"Experimental, Post Metal",4.01,1,4.00,4
Arcane,Known - Learned Disk 2,2015,Progressive Metal,3.99,10,3.85,15
Arcane,Chronicles of the Waking Dream,2009,Progressive Rock,4.08,58,4.13,287
Arcane,Known - Learned Disk 1,2015,Progressive Metal,4.08,13,4.35,35
Arcane Alchemists,From Tales To Spells,2015,"Heavy Prog, Experimental, Instrumental",4.07,7,4.43,19
Arcangel,Arcangel,1983,"Crossover Prog, AOR",3.93,27,3.78,41
Arch/Matheos,Sympathetic Resonance,2011,"Progressive Metal, Melodic Metal, Fates Warning & Influenced",4.31,119,4.44,538
Arena,Live And Life (Disk 1),2004,"Neo-Prog, Progressive Rock, Symphonic",3.87,28,3.61,54
Arena,The Seventh Degree Of Separation,2011,"Neo-Prog, Progressive Rock, Symphonic",4.04,66,4.05,206
Arena,Live And Life (Disk 2),2004,"Neo-Prog, Progressive Rock, Symphonic",4.05,54,4.08,105
Arena,The Unquiet Sky,2015,"Neo-Prog, Progressive Rock, Symphonic",4.08,14,4.32,41
Arena,Contagion,2003,"Neo-Prog, Progressive Rock, Symphonic",4.15,118,4.21,413
Arena,Pepper's Ghost,2005,"Neo-Prog, Progressive Rock, Symphonic",4.21,114,4.29,416
Arena,The Visitor,1998,"Neo-Prog, Progressive Rock, Symphonic",4.25,88,4.38,284
Arena,Immortal?,2000,"Neo-Prog, Progressive Rock, Symphonic",4.26,115,4.37,342
Argos,A Seasonal Affair,2015,"Neo-Prog, Progressive Rock",3.99,6,3.75,7
Aries,Aries,2005,"Progressive Rock, Symphonic Italian School, Female Fronted",3.88,22,3.57,23
Arjen Anthony Lucassen,Lost In The New Real,2012,Heavy Prog,3.91,62,3.82,80
Ark,Ark,2001,"Progressive Metal, Melodic Metal",4.19,103,4.28,455
Ark,Burn The Sun,2001,"Progressive Metal, Melodic Metal",4.36,244,4.43,1223
Arlon,On the Edge,2013,Heavy Prog,3.95,11,3.68,26
Armed Cloud,Obsidian Desert,2015,Progressive Metal,4.00,6,3.92,16
Armed Cloud,Shroud Of Rain,2013,Progressive Metal,4.01,1,4.00,3
Ars Nova,Android Domina,2001,"Progressive Rock, Symphonic, ELP & Influenced",3.84,29,3.55,53
Ars Nova,The Book of the Dead,1998,"Progressive Rock, Symphonic, ELP & Influenced",3.89,28,3.68,71
Ars Nova,The Goddess of Darkness,1996,"Progressive Rock, Symphonic, ELP & Influenced",3.91,23,3.67,45
Ars Nova,Chrysalis - Force for the Fourth,2004,"Progressive Rock, Symphonic, ELP & Influenced",4.06,21,4.17,48
Art Of Illusion,Round Square Of The Triangle,2014,Progressive Metal,4.08,9,4.44,30
Art Rock Circus,Variations on a Dream,2013,Eclectic Prog,3.95,13,3.69,20
Artaius,The Fifth Season,2013,"Progressive Metal, Folk/Celtic, Female Fronted",0.00,0,0.00,4
Artension,Machine,2000,"Progressive Metal, Power Metal, Melodic Metal, Neo Classical",3.87,33,3.65,42
Artension,Into The Eye Of The Storm,1996,"Progressive Metal, Power Metal, Melodic Metal, Neo Classical",3.90,20,3.62,37
Artension,Sacred Pathways,2001,"Progressive Metal, Power Metal, Melodic Metal, Neo Classical",3.94,17,3.74,28
Artension,New Discovery,2002,"Progressive Metal, Power Metal, Melodic Metal, Neo Classical",4.00,21,3.95,43
Artension,Phoenix Rising,1997,"Progressive Metal, Power Metal, Melodic Metal, Neo Classical",4.04,43,4.06,69
Arwen,Illusions,2004,"Progressive Metal, Power Metal",4.00,12,3.92,52
Ascension Theory,Regeneration,2004,Progressive Metal,4.01,20,4.00,129
Ascension Theory,Answers,2005,Progressive Metal,4.13,41,4.27,315
Ashent,Deconstructive,2009,Progressive Metal,3.97,24,3.88,117
Ashland,Yin & Yang,1997,"Neo-Prog, Progressive Rock",3.98,23,3.91,159
Asia,Phoenix,2008,"Prog Related, Symphonic, AOR",3.82,63,3.67,81
Asia,Aria,1994,"Prog Related, Symphonic, AOR",3.87,24,3.56,48
Asia,Alpha,1983,"Prog Related, Symphonic, AOR",3.93,28,3.77,67
Asia,Aqua,1992,"Prog Related, Symphonic, AOR",3.93,42,3.83,47
Asia,Astra,1985,"Prog Related, Symphonic, AOR",3.99,39,3.96,132
Asia,Asia,1982,"Prog Related, Symphonic, AOR",4.00,109,4.00,246
Asrai,Touch In The Dark,2004,"Progressive Metal, Symphonic, Goth Doom, Female Fronted",3.97,22,3.86,57
Assignment,Inside Of The Machine,2013,Progressive Metal,4.02,4,4.13,18
Astra (IT),About Me  Through Life And Beyond,2006,"Progressive Metal, Technical DTI",3.88,22,3.59,30
Astra (IT),From Within,2008,"Progressive Metal, Technical DTI",3.90,30,3.70,38
Astra (IT),Broken Balance,2014,"Progressive Metal, Technical DTI",4.01,3,4.00,10
Astra (US),The Black Chord,2012,"Progressive Rock, Symphonic",3.94,37,3.85,114
Astra (US),The Weirding,2009,"Progressive Rock, Symphonic",3.96,58,3.91,71
Astral DNA,SUPERGOD,2014,"Progressive Metal, Power Metal",4.00,4,3.88,14
Astral Doors,New Revelation,2007,Melodic Metal,3.98,47,3.95,147
Astral Doors,Astralism,2006,Melodic Metal,3.99,22,3.93,39
Astral Doors,Evil Is Forever,2005,Melodic Metal,4.00,6,3.92,17
Astral Travellers,The Truth Beyond,2009,Progressive Metal,3.88,43,3.72,149
Asturias,Bird Eyes View,2004,"Neo-Prog, Progressive Rock",3.99,25,3.94,53
At Vance,Ride The Sky,2010,"Progressive Metal, Power Metal, Melodic Metal",3.93,29,3.78,37
Athem,The Extended Mind,2009,"Progressive Metal, Speed Metal, Queensryche and Influenced",3.94,50,3.86,78
Atlantida,Painted Reality,2004,"Progressive Metal, Melodic Metal",4.03,33,4.05,122
Atmosfear,Zenith,2009,"Progressive Metal, Technical DTI",3.88,43,3.73,124
Atmosfear,Atmosfear EP,1997,"Progressive Metal, Technical DTI",4.01,8,4.00,52
Atmosfear,Inside The Atmosphere,2003,"Progressive Metal, Technical DTI",4.34,202,4.42,1245
Atmospheres,The Departure,2015,Progressive Rock,3.99,2,3.50,5
Atmospheres,Atmospheres,2013,"Progressive Metal, Post Metal, Experimental",4.05,11,4.18,26
Atomixynergy,The Acoustic Vacuum,2012,Progressive Metal,4.01,3,4.00,9
Attention Deficit,The Idiot King,2001,"Jazz Fusion, Guitar Oriented Rock, Instrumental",3.84,55,3.68,111
Audioplastik,In The Head Of A Maniac,2015,"Heavy Prog, Neo-Prog",4.15,34,4.34,78
Aura,Noise,2015,Progressive Metal,0.00,0,0.00,7
Auspex,Heliopause,2010,"Progressive Metal, Symphonic, Female Fronted",4.00,3,3.67,8
Auspex,Resolutio,2007,"Progressive Metal, Symphonic, Female Fronted",4.01,9,4.00,16
Autumn Electric,Star Being Earth Child,2015,"Progressive Rock, Folk/Celtic",3.98,2,3.00,7
Avantasia,Lost In Space Part 1,2007,"Progressive Metal, Rock Opera, Iron Maiden and Influenced",3.97,20,3.87,27
Avantasia,The Metal Opera Pt. II,2002,"Progressive Metal, Rock Opera, Iron Maiden and Influenced",3.99,46,3.96,161
Avantasia,Angel Of Babylon,2011,"Progressive Metal, Rock Opera, Iron Maiden and Influenced",3.99,12,3.88,25
Avantasia,The Metal Opera Pt. I,2001,"Progressive Metal, Rock Opera, Iron Maiden and Influenced",4.11,103,4.16,374
Avantasia,The Wicked Symphony,2010,"Progressive Metal, Rock Opera, Iron Maiden and Influenced",4.16,23,4.46,73
Avantasia,The Scarecrow,2008,"Progressive Metal, Rock Opera, Iron Maiden and Influenced",4.30,178,4.38,740
Avatarium,The Girl With The Raven Mask,2015,"Progressive Metal, Female Fronted",4.00,4,3.88,12
Avatarium,Avatarium,2013,"Progressive Metal, Female Fronted",4.02,3,4.17,5
Avian,From the Depths of Time,2005,"Progressive Metal, Melodic Metal",4.05,65,4.08,448
Avian,Ashes and Madness,2008,"Progressive Metal, Melodic Metal",4.09,22,4.25,80
Awacks,Resilience,2013,Progressive Metal,4.04,20,4.10,52
Awake,Forever More,2011,"Progressive Metal, Power Metal",3.91,23,3.70,40
Awake,Illumination.,2007,"Progressive Metal, Power Metal",3.95,22,3.80,58
Axial Lead,Of Infamous Credentials,2014,Progressive Metal,3.96,5,3.40,8
Ayreon,Day Eleven - Love,2004,Progressive Metal,4.03,37,4.05,124
Ayreon,The Theory of Everything [Disc 2],2013,Progressive Metal,4.09,11,4.41,21
Ayreon,The Theory of Everything [Disc 1],2013,Progressive Metal,4.16,22,4.48,35
Ayreon,The Final Experiment Special Edition (Bonus CD),2005,Progressive Metal,4.20,48,4.39,270
Ayreon,The Final Experiment,1995,Progressive Metal,4.29,159,4.38,473
Ayreon,Actual Fantasy Revisited,2004,Progressive Metal,4.33,116,4.47,388
Ayreon,Universal Migrator (Disc 1)- The Dream Sequencer,2000,Progressive Metal,4.44,247,4.52,940
Ayreon,Into The Electric Castle (2),1998,Progressive Metal,4.44,184,4.56,703
Ayreon,01011001 (Disc 1),2008,Progressive Metal,4.46,253,4.55,596
Ayreon,The Human Equation (1),2004,Progressive Metal,4.50,247,4.60,855
Ayreon,Universal Migrator Part I - The Dream Sequencer,2000,Progressive Metal,4.50,293,4.58,883
Ayreon,Into The Electric Castle (1),1998,Progressive Metal,4.51,214,4.63,694
Ayreon,The Human Equation (Disc 2),2004,Progressive Metal,4.54,273,4.64,839
Ayreon,01011001 (Disc 2),2008,Progressive Metal,4.57,249,4.68,522
Ayreon,Universal Migrator Part II: Flight Of The Migrator,2000,Progressive Metal,4.60,258,4.71,855
Aziola Cry,Ghost Conversations,2007,"Progressive Rock, King Crimson & Influenced Contemporary",3.92,16,3.63,22
Backhand,Through The Turbulence,2014,Progressive Rock,4.01,3,4.00,5
Bad Salad,Puzzled,2013,"Progressive Metal, Technical DTI",4.08,8,4.50,51
Bad Salad,Uncivilized,2012,"Progressive Metal, Technical DTI",4.21,88,4.32,303
Bader Nana,Wormwood,2011,Progressive Metal,3.97,37,3.91,86
Balance Of Power,The Book Of Secrets,1998,"Progressive Metal, Melodic Metal",3.96,36,3.89,147
Balance Of Power,Heathen Machine,2003,"Progressive Metal, Melodic Metal",4.06,35,4.11,177
Balance Of Power,Perfect Balance,2001,"Progressive Metal, Melodic Metal",4.14,60,4.24,293
Balance Of Power,Ten More Tales Of Grand Illusion,1999,"Progressive Metal, Melodic Metal",4.27,106,4.38,856
Balloon,Motivation,2007,"Progressive Rock, Pink Floyd and Influenced",3.88,74,3.78,228
Banco del mutuo soccorso,Darwin!,1972,"Progressive Rock, Symphonic Italian School",0.00,0,0.00,0
Banco del mutuo soccorso,Io Sono Nato Libero,1973,"Progressive Rock, Symphonic Italian School",0.00,0,0.00,0
Banda Do Casaco,"Hoje Há Conquilhas, Amanhã Não Sabemos",1977,"Progressive Rock, Folk/Celtic",4.00,3,3.67,6
bangbakc,Lot Lizards,2015,"Crossover Prog, Stoner Rock",4.01,2,4.00,3
Barclay James Harvest,Live,1974,"Progressive Rock, Art Rock",3.82,58,3.66,88
Barock Project,Skyline,2015,"Progressive Rock, Symphonic Italian School",4.18,20,4.58,41
Baroness,Purple,2015,Progressive Metal,3.98,1,2.50,4
Baroness,Blue,2009,Progressive Metal,4.00,3,3.83,12
Baroness,Red,2007,Progressive Metal,4.00,1,3.50,366
Barracuda Triangle,"Barracuda Triangle ""Electro Shock Therapy""",2014,"Progressive Rock, Instrumental",4.06,8,4.31,21
Battlestations,Battlestations,2011,"Progressive Rock, Post Rock",0.00,0,0.00,0
Battlestations,internet single,2011,"Progressive Rock, Post Rock",0.00,0,0.00,0
Beardfish,The Sane Day (Disk 1),2005,"Progressive Rock, Symphonic, Frank Zappa and Influenced",3.79,47,3.56,135
Beardfish,The Sane Day (Disk 2),2005,"Progressive Rock, Symphonic, Frank Zappa and Influenced",3.94,57,3.87,135
Beardfish,+4626-Comfortzone [Disc 2],2015,"Progressive Rock, Symphonic, Frank Zappa and Influenced",3.95,13,3.69,19
Beardfish,+4626-Comfortzone [Disc 1],2015,"Progressive Rock, Symphonic, Frank Zappa and Influenced",3.97,17,3.85,26
Beardfish,Mammoth,2011,"Progressive Rock, Symphonic, Frank Zappa and Influenced",4.01,63,4.00,287
Beardfish,The Void,2012,"Progressive Rock, Symphonic, Frank Zappa and Influenced",4.01,71,4.01,240
Beardfish,Destined Solitaire,2009,"Progressive Rock, Symphonic, Frank Zappa and Influenced",4.06,106,4.08,189
Beardfish,Sleeping in Traffic - Part One,2007,"Progressive Rock, Symphonic, Frank Zappa and Influenced",4.07,128,4.09,316
Beardfish,Sleeping in Traffic: Part Two,2008,"Progressive Rock, Symphonic, Frank Zappa and Influenced",4.11,86,4.16,147
Beautiful Sin,The Unexpected,2006,"Progressive Metal, Power Metal, Melodic Metal",4.20,103,4.29,557
Before Eden,BR,2005,Progressive Metal,0.00,0,0.00,10
Before Eden,A Realm Reborn,2015,Power Metal,3.99,1,3.00,3
Before Eden,The Legacy of Gaia,2005,Progressive Metal,4.00,18,3.97,104
Before Eden,A Dark Entity,2007,Progressive Metal,4.04,12,4.17,49
Being,Anthropocene,2013,"Progressive Metal, Djent, Electronic, Experimental",4.06,15,4.20,30
Bela Fleck & The Flecktones,Flight Of The Cosmic Hippo,1991,"Prog-Fusion, Instrumental",3.82,50,3.63,66
Believe,Yesterday is a Friend,2008,"Neo-Prog, Progressive Rock",3.88,52,3.76,72
Believe,This Bread Is Mine,2009,"Neo-Prog, Progressive Rock",3.91,64,3.83,118
Believe,Hope To See Another Day,2006,"Neo-Prog, Progressive Rock",3.92,36,3.79,70
Benesser,The Start Of Something New,2013,"Progressive Metal, Post Metal",3.98,11,3.82,16
Bent Knee,Say So,2016,,0.00,0,0.00,0
Bent Knee,Shiny Eyed Babies,2014,Crossover Prog,4.05,6,4.33,20
Between The Buried And Me,Coma Ecliptic,2015,"Progressive Metal, Death Metal",4.05,10,4.20,20
Beyon-D-Lusion,Intuispection,2005,"Progressive Metal, Goth Doom, Female Fronted",3.97,55,3.93,299
Beyond the Bridge,The Old Man and the Spirit,2012,Progressive Metal,4.13,106,4.19,405
Beyond The Epilogue,Beyond The Epilogue,2011,Progressive Metal,4.01,4,4.00,16
Beyond The Labyrinth,Signs,2005,"Progressive Metal, Melodic Metal",3.91,40,3.78,130
Beyond Twilight,The Devil's Hall of Fame,2001,Progressive Metal,4.32,150,4.42,843
Beyond Twilight,Section X,2005,Progressive Metal,4.37,199,4.46,1163
Beyond Twilight,For The Love Of Art And The Making,2006,Progressive Metal,4.40,165,4.51,767
Big Big Train,Folklore,2016,Prog,0.00,0,0.00,0
Big Big Train,English Electric Part One,2012,"Progressive Rock, Symphonic, Genesis & Influenced",3.93,20,3.73,25
Big Big Train,English Electric Part Two,2013,"Progressive Rock, Symphonic, Genesis & Influenced",3.93,28,3.79,31
Big Big Train,Wassail,2015,"Progressive Rock, Symphonic, Genesis & Influenced",4.00,8,3.94,11
Big Big Train,The Difference Machine,2007,"Progressive Rock, Symphonic, Genesis & Influenced",4.03,58,4.04,170
Big Big Train,Far Skies Deep Time,2010,"Progressive Rock, Symphonic, Genesis & Influenced",4.13,31,4.31,124
Big Big Train,Gathering Speed,2004,Progressive Rock,4.13,65,4.22,57
Big Big Train,The Underfall Yard,2009,"Progressive Rock, Symphonic, Genesis & Influenced",4.24,97,4.36,345
Bill Bruford,One Of A Kind,1979,"Prog-Fusion, Instrumental",4.12,109,4.17,270
Bill In The Tea,Big Tree,2014,"Post Rock, Math",4.00,8,3.87,11
Billy McLaughlin,Fingerdance,1996,"Guitar Oriented Rock, Ambient, Instrumental",3.79,37,3.50,86
Billy Sheehan,Cosmic Troubadour,2005,"Guitar Oriented Rock, Instrumental",3.85,48,3.69,89
Birds and Buildings,Bantom To Behemoth,2008,"Eclectic Prog, Prog-Fusion",3.87,62,3.75,102
Bjørn Riis,Lullabies in a Car Crash,2014,"Neo-Prog, Progressive Rock",4.07,11,4.32,34
Black Bonzo,Black Bonzo (Lady Of The Light),2005,"Heavy Prog, Early Progressive Psychedelic",3.92,53,3.83,93
Black Bonzo,The Guillotine Model Drama,2010,"Heavy Prog, Early Progressive Psychedelic",3.98,43,3.93,94
Black Bonzo,Sound Of The Apocalypse,2007,"Heavy Prog, Early Progressive Psychedelic",4.22,152,4.29,669
Black Cube,Last Exile,2013,Progressive Metal,4.00,11,3.91,38
Black Fate,Between Visions & Lies,2014,"Progressive Metal, Power Metal",4.05,9,4.22,32
Black Space Riders,Refugeeum,2015,,4.00,3,3.83,14
Blackfield,IV,2013,"Prog Related, Symphonic",0.00,0,0.00,17
Blackfield,Welcome to my DNA,2011,"Prog Related, Symphonic",4.05,69,4.08,319
Blackfield,Blackfield II,2007,"Prog Related, Symphonic",4.24,199,4.30,927
Blackfield,Blackfield,2004,"Prog Related, Symphonic",4.27,134,4.37,485
Blacklands,A New Dawn,2013,"Heavy Prog, Female Fronted",3.98,9,3.78,22
Blackmore's Night,The Village Lanterne,2006,"Progressive Rock, Folk/Celtic, Ambient",3.97,75,3.93,193
Bland Bladen,I Grévens Tid,2008,"Progressive Rock, Psychedelic Rock, Space Rock",4.05,26,4.12,58
Blank Manuskript,Tales From An Island,2008,"Progressive Rock, Symphonic",3.92,37,3.78,130
Blind Ego,Mirror,2007,"Neo-Prog, Progressive Rock",4.01,112,4.01,396
Blind Ego,Numb,2009,"Neo-Prog, Progressive Rock",4.02,113,4.02,270
Blind Existence,Blind Existence,2016,"Progressive Metal, Female Fronted",4.00,3,3.83,7
Blind Guardian,Somewhere Far Beyond,1992,"Progressive Metal, Power Metal, Melodic Metal",4.01,49,4.01,90
Blind Guardian,Live (CD 1),2003,"Progressive Metal, Power Metal, Melodic Metal",4.01,40,4.01,67
Blind Guardian,A Night at the Opera,2002,"Progressive Metal, Power Metal, Melodic Metal",4.04,116,4.05,182
Blind Guardian,Tales From The Twilight World,1991,"Progressive Metal, Power Metal, Melodic Metal",4.04,25,4.10,50
Blind Guardian,Live (CD 2),2003,"Progressive Metal, Power Metal, Melodic Metal",4.06,35,4.11,40
Blind Guardian,Nightfall in Middle Earth,1998,"Progressive Metal, Power Metal, Melodic Metal",4.17,98,4.26,290
Blind Guardian,At The Edge Of Time,2010,"Progressive Metal, Power Metal, Melodic Metal",4.20,38,4.43,141
Blotted Science,The Machinations Of Dementia,2007,"Progressive Metal, Technical Metal, Math, Instrumental",4.10,136,4.13,341
Blue Mammoth,Blue Mammoth,2011,"Neo-Prog, Progressive Rock",4.01,5,4.00,20
Blue Murder,Blue Murder,1989,"Hard Rock, AOR",4.11,78,4.17,370
Blue Öyster Cult,Don't Fear The Reaper: The Best of Blue Öyster Cult,2000,"Prog Related, Hard Rock",3.89,88,3.82,168
Blue Öyster Cult,Imaginos,1988,"Prog Related, Hard Rock",3.90,31,3.71,31
Blue Öyster Cult,Fire Of Unknown Origin,1981,"Prog Related, Hard Rock",3.94,48,3.86,131
Blue Öyster Cult,Secret Treaties (Remastered + Bonus Tracks),1974,"Prog Related, Hard Rock",3.95,11,3.68,29
